Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade,Prerequisite_2_grade,Prerequisite_3_grade,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Subject_or_Unit_1,Subject_Objective_1,Subject_Description_1,Subject_or_Unit_2,Subject_Objective_2,Subject_Description_2,Subject_or_Unit_3,Subject_Objective_3,Subject_Description_3,Subject_or_Unit_4,Subject_Objective_4,Subject_Description_4,Subject_or_Unit_5,Subject_Objective_5,Subject_Description_5,Subject_or_Unit_6,Subject_Objective_6,Subject_Description_6,Subject_or_Unit_7,Subject_Objective_7,Subject_Description_7,Subject_or_Unit_8,Subject_Objective_8,Subject_Description_8,Subject_or_Unit_9,Subject_Objective_9,Subject_Description_9,Subject_or_Unit_10,Subject_Objective_10,Subject_Description_10,Subject_or_Unit_11,Subject_Objective_11,Subject_Description_11,Subject_or_Unit_12,Subject_Objective_12,Subject_Description_12,Subject_or_Unit_13,Subject_Objective_13,Subject_Description_13,Subject_or_Unit_14,Subject_Objective_14,Subject_Description_14,Subject_or_Unit_15,Subject_Objective_15,Subject_Description_15,Subject_or_Unit_16,Subject_Objective_16,Subject_Description_16,Subject_or_Unit_17,Subject_Objective_17,Subject_Description_17,Subject_or_Unit_18,Subject_Objective_18,Subject_Description_18,Subject_or_Unit_19,Subject_Objective_19,Subject_Description_19,Subject_or_Unit_20,Subject_Objective_20,Subject_Description_20,Subject_or_Unit_21,Subject_Objective_21,Subject_Description_21,Subject_or_Unit_22,Subject_Objective_22,Subject_Description_22,Subject_or_Unit_23,Subject_Objective_23,Subject_Description_23,Subject_or_Unit_24,Subject_Objective_24,Subject_Description_24,Subject_or_Unit_25,Subject_Objective_25,Subject_Description_25,Subject_or_Unit_26,Subject_Objective_26,Subject_Description_26,Subject_or_Unit_27,Subject_Objective_27,Subject_Description_27,Subject_or_Unit_28,Subject_Objective_28,Subject_Description_28,Subject_or_Unit_29,Subject_Objective_29,Subject_Description_29,Subject_or_Unit_30,Subject_Objective_30,Subject_Description_30,Subject_or_Unit_31,Subject_Objective_31,Subject_Description_31,Subject_or_Unit_32,Subject_Objective_32,Subject_Description_32,Subject_or_Unit_33,Subject_Objective_33,Subject_Description_33,Subject_or_Unit_34,Subject_Objective_34,Subject_Description_34,Subject_or_Unit_35,Subject_Objective_35,Subject_Description_35,Subject_or_Unit_36,Subject_Objective_36,Subject_Description_36,Subject_or_Unit_37,Subject_Objective_37,Subject_Description_37,Subject_or_Unit_38,Subject_Objective_38,Subject_Description_38,Subject_or_Unit_39,Subject_Objective_39,Subject_Description_39,Subject_or_Unit_40,Subject_Objective_40,Subject_Description_40
PG,Christian Heritage College,Online,Master of Social Science Leadership,Humanities and Social Science,,,AUD,year,18,Months,no,no,IELTS,,,7.5,,,https://chc.edu.au/courses/master-of-social-science-leadership/,English,A,"The Master of Social Science Leadership is designed to facilitate the acquisition of advanced knowledge and skills related to a specific field of social sciences practice, as well as critical thinking and reflection, and incorporates a strong leadership focus with a theoretical understanding of contextual social sciences engagement and Christian worldview integration. The course is therefore intended for those who already possess a foundational understanding of the social sciences or are interested in up-skilling as they are promoted into leadership positions within the social sciences. Students will be able to undertake focussed study in a specific social sciences discipline that address four key areas: Students will focus on leadership within the social sciences discipline by engaging in learning in core approaches and frameworks that are to be contextually applied via focussed assessment. In addition, the Master in Social Science Leadership is designed to provide opportunity to focus on, evaluate and critically integrate knowledge and skills from the perspective of a Christian worldview. As a faith-based higher education provider, CHC aims to provide quality educational experiences for professionals in order that they may contribute meaningfully to their professions in applied social science areas, and to society more generally, in ways that authentically reflect values and tenets of the Christian faith. Students who successfully complete the Graduate Certificate in Social Science Leadership may articulate into the Master of Social Science Leadership (SS54). Students who are enrolled in the Master of Social Science Leadership may exit with the Graduate Certificate in Social Science Leadership (subject to the completion of course rules).",,Australia,yes,yes,yes,yes,no,,SO540 Leadership Theory,,,,,,SO541 Leadership Practice,,,,,,SO542 Leading and Facilitating Strategic Change,,,,,,SO650 Leading Relational Dynamics,,,,,,SO651 Transformative Social Engagement and Christian Worldview,,,,,,SO653 Research Methods,,,,,,SO662 Group Facilitation,,,,,,SO663 Leading Reflective Practice,,,,,,SO693 Research Proposal,,,,,,SO694 Leadership Thesis (30 credit points),,,,,,CO670 Reflective Practice: Personal Practice Framework,,,,,,SO653 Research Methods,,,,,,SO661 Group Processes,,,,,,CA540 Child and Adolescent Counselling: Theoretical Foundations,,,,,,CA541 Child and Adolescent Counselling: Intervention Frameworks,,,,,,CA542 Child and Adolescent Counselling: Intervention Strategies,,,,,,TR540 Trauma Counselling: Theoretical Foundations,,,,,,TR541 Trauma Counselling: Intervention Frameworks,,,,,,TR542 Trauma Counselling: Intervention Strategies,,,,,,FR540 Family and Relationship Counselling: Theoretical Foundations,,,,,
PG,Christian Heritage College,Carindale,Master of Ministry Leadership,Humanities and Social Science,,,AUD,year,4,Years,no,yes,IELTS,,,7.5,,,https://chc.edu.au/courses/master-of-ministry-leadership/,English,A,"The course aims to provide the ministry professional with an advanced understanding of leadership within the ministry context in order to further enhance students’ professional vocation. Concurrent involvement in professional ministry practice is required for the duration of the course. Ministry leaders at all levels of responsibility, including senior, and executive- and departmental-level leaders, are required to function both within distinctly ministry elements of their divine calling, and as Chief Executive Officers, senior managers and managers of their churches and ministry organisations. Likewise, ministry organisations are divinely appointed and commissioned, but must operate within legislation. As such, ministry leaders are called to ‘co-mission’ together with God in leading, directing and managing their ministry organisations within society. Although there are numerous models and theories of leadership and organisational management, an integrative approach for ministry leadership is one which should engage and reflect both biblical and theological perspectives. The Master of Ministry Leadership recognises the complementary nature of the various sources of knowledge to inform such an integrative approach. Consequently, the course draws upon the outcomes of social science research into leadership and organisational behaviour, together with biblical and theological perspectives on leadership within the context of ministry. The maximum time allowed for the completion of the Master of Ministry Leadership is 10 years. Extensions beyond this time may be approved where extenuating circumstances exist. CHC regards the Bible as the final referent particularly as it applies to defining and shaping Christian Ministry. In the light of this distinctive orientation, the personal, theological, and ministry dimensions of the course are integrated under the authority of Scripture as the revelation of God developed within theological reflection arising from Scripture and applied in ministry and mission.",,Australia,no,yes,no,yes,no,,JM501 Paradigms of Leadership,,,,,,JM502 Identity of the Leader – A Theological Investigation,,,,,,JM503 Scholarship and the Ministry Leader,,,,,,JM504 Ministry Leadership – A Commissional Paradigm,,,,,,JM505 Toward a Kingdom of God Culture,,,,,,JM506 Relational Interactions – A Leadership Perspective,,,,,,JM507 Christian Perspectives on Organisational Management,,,,,,JM508 Ministry Leadership Project,,,,,,SO693 Research Proposal,,,,,,SO694 Leadership Thesis (30 credit points),,,,,,CO670 Reflective Practice: Personal Practice Framework,,,,,,SO653 Research Methods,,,,,,SO661 Group Processes,,,,,,CA540 Child and Adolescent Counselling: Theoretical Foundations,,,,,,CA541 Child and Adolescent Counselling: Intervention Frameworks,,,,,,CA542 Child and Adolescent Counselling: Intervention Strategies,,,,,,TR540 Trauma Counselling: Theoretical Foundations,,,,,,TR541 Trauma Counselling: Intervention Frameworks,,,,,,TR542 Trauma Counselling: Intervention Strategies,,,,,,FR540 Family and Relationship Counselling: Theoretical Foundations,,,,,
PG,Christian Heritage College,Online,Graduate Diploma in Management,Business & Commerce & Finance & Accounting,,,AUD,year,18,Months,yes,no,IELTS,,,7.5,,,https://chc.edu.au/courses/graduate-diploma-in-management/,English,A,"The course aims to provide the ministry professional with an advanced understanding of leadership within the ministry context in order to further enhance students’ professional vocation. Concurrent involvement in professional ministry practice is required for the duration of the course. Ministry leaders at all levels of responsibility, including senior, and executive- and departmental-level leaders, are required to function both within distinctly ministry elements of their divine calling, and as Chief Executive Officers, senior managers and managers of their churches and ministry organisations. Likewise, ministry organisations are divinely appointed and commissioned, but must operate within legislation. As such, ministry leaders are called to ‘co-mission’ together with God in leading, directing and managing their ministry organisations within society. Although there are numerous models and theories of leadership and organisational management, an integrative approach for ministry leadership is one which should engage and reflect both biblical and theological perspectives. The Master of Ministry Leadership recognises the complementary nature of the various sources of knowledge to inform such an integrative approach. Consequently, the course draws upon the outcomes of social science research into leadership and organisational behaviour, together with biblical and theological perspectives on leadership within the context of ministry. The maximum time allowed for the completion of the Master of Ministry Leadership is 10 years. Extensions beyond this time may be approved where extenuating circumstances exist. CHC regards the Bible as the final referent particularly as it applies to defining and shaping Christian Ministry. In the light of this distinctive orientation, the personal, theological, and ministry dimensions of the course are integrated under the authority of Scripture as the revelation of God developed within theological reflection arising from Scripture and applied in ministry and mission.",,Australia,yes,no,yes,no,no,,BZ510 Financial Management,,,,,,BZ531 Economics for Managers,,,,,,BZ532 Human Resource Management,,,,,,BZ550 Marketing Management and Fund Raising,,,,,,BZ577 Business Planning for SMEs,,,,,,BZ533 Corporate Governance,,,,,,BZ540 Purpose-driven Business,,,,,,BZ542 Leadership and Change,,,,,,BZ577 Business Planning for SMEs,,,,,,SO694 Leadership Thesis (30 credit points),,,,,,CO670 Reflective Practice: Personal Practice Framework,,,,,,SO653 Research Methods,,,,,,SO661 Group Processes,,,,,,CA540 Child and Adolescent Counselling: Theoretical Foundations,,,,,,CA541 Child and Adolescent Counselling: Intervention Frameworks,,,,,,CA542 Child and Adolescent Counselling: Intervention Strategies,,,,,,TR540 Trauma Counselling: Theoretical Foundations,,,,,,TR541 Trauma Counselling: Intervention Frameworks,,,,,,TR542 Trauma Counselling: Intervention Strategies,,,,,,FR540 Family and Relationship Counselling: Theoretical Foundations,,,,,
PG,Christian Heritage College,Online,Master of Education,Education,,,AUD,year,1,Year,yes,yes,IELTS,,,7.5,,,https://chc.edu.au/courses/master-of-education/,English,A,"The Master of Education course is designed to provide a program of advanced professional development for qualified and experienced teachers and school leaders with a bachelor degree who want to undertake studies which will assist them to develop Christian perspectives and professional education practices. The Master of Education course emphasises critical reflection upon the role and tasks of the Christian professional teacher, and the mission, philosophy and practices of Christian schooling, and becoming equipped to translate this reflection into practice. The maximum time allowed for the completion of the Master of Education is eight years. Masters in Education Extensions beyond this time may be approved where extenuating circumstances exist. Students who successfully complete the Graduate Certificate in Christian Education may articulate into the Master of Education. Students who are enrolled in the Master of Education may exit with the Graduate Certificate in Christian Education, subject to the completion of course requirements.",Positions of added responsibility (PAR) with schools including:,Australia,yes,no,yes,no,no,,ED601 Applying Worldview Studies to Christian Education,,,,,,ED602 Philosophical Perspectives on Education,,,,,,ED690 Introduction to Research Methods,,,,,,ED609 Independent Study in Perspectives for Christian Education,,,,,,ED619 Independent Study in Issues of Educational Leadership,,,,,,ED629 Independent Study in Issues of Spirituality and Education,,,,,,ED649 Independent Study in Curriculum Issues,,,,,,ED659 Independent Study in Pedagogical Issues,,,,,,CU535 Curriculum and Pedagogy: Digital Technologies 1,,,,,,ED691 Extended Independent Study,,,,,,ED600 Theological Reflections on Education,,,,,,ED611 Leadership and Change Management,,,,,,ED614 Developing Leadership Capacity,,,,,,ED615 Cultivating Sustainable Christian School Cultures,,,,,,ED620 Enhancing the Spiritual Formation of Teachers,,,,,,ED621 The Spiritual Development of Learners,,,,,,ED622 Critical Engagements for Teaching Christianly,,,,,,ED641 Cross-Curricular Literacies in Schools,,,,,,ED644 Approaches to Assessment,,,,,,ED645 Effective Pedagogical Practices within ICT,,,,,
PG,Christian Heritage College,Carindale,Graduate Certificate in Ministry,Humanities and Social Science,,,AUD,year,6,Months,yes,yes,IELTS,,,7.5,,,https://chc.edu.au/courses/graduate-certificate-in-ministry/,English,A,"Many Christians choose care-based professions that they consider to be their ministry in society. As an introductory postgraduate award in Ministry, the course offers the Christian professional a biblical, theological and ministry foundation to support their professional vocation, and provides grounding in the disciplines of Ministry that undergird their personal and professional development. Further, the Graduate Certificate in Ministry offers students who are reassessing their profession an introduction to vocational knowledge and skills in a new professional area. The course provides opportunity for students to begin preparing for ministry in an evangelical/charismatic setting or leadership position. The maximum time allowed for the completion of the Graduate Certificate in Ministry is 5 years. Extensions beyond this time may be approved where extenuating circumstances exist. Students who successfully complete the Graduate Certificate in Ministry may articulate into the Graduate Diploma in Ministry . Students who are enrolled in the Graduate Diploma in Ministry may exit with the Graduate Certificate in Ministry, subject to the completion of course requirements. CHC regards the Bible as the final referent particularly as it applies to defining and shaping Christian Ministry. In the light of this distinctive orientation, the personal, theological, and ministry dimensions of the course are integrated under the authority of Scripture as the revelation of God developed within theological reflection arising from Scripture and applied in ministry and mission.",,Australia,yes,yes,yes,yes,no,,JA401 Biblical Interpretation and Application,,,,,,JA402 Biblical Studies in the Old Testament,,,,,,JA403 Biblical Studies in the New Testament,,,,,,JB404 Spiritual transformation,,,,,,JB405 Theology of Ministry,,,,,,JC401 Introduction to Ministry Practice,,,,,,JC402 Communication for Ministry,,,,,,JC403 Leadership for Life and Ministry,,,,,,CU535 Curriculum and Pedagogy: Digital Technologies 1,,,,,,ED691 Extended Independent Study,,,,,,ED600 Theological Reflections on Education,,,,,,ED611 Leadership and Change Management,,,,,,ED614 Developing Leadership Capacity,,,,,,ED615 Cultivating Sustainable Christian School Cultures,,,,,,ED620 Enhancing the Spiritual Formation of Teachers,,,,,,ED621 The Spiritual Development of Learners,,,,,,ED622 Critical Engagements for Teaching Christianly,,,,,,ED641 Cross-Curricular Literacies in Schools,,,,,,ED644 Approaches to Assessment,,,,,,ED645 Effective Pedagogical Practices within ICT,,,,,
PG,Christian Heritage College,Online,Graduate Certificate in Ministry,Humanities and Social Science,,,AUD,year,6,Months,yes,yes,IELTS,,,7.5,,,https://chc.edu.au/courses/graduate-certificate-in-ministry/,English,A,"Many Christians choose care-based professions that they consider to be their ministry in society. As an introductory postgraduate award in Ministry, the course offers the Christian professional a biblical, theological and ministry foundation to support their professional vocation, and provides grounding in the disciplines of Ministry that undergird their personal and professional development. Further, the Graduate Certificate in Ministry offers students who are reassessing their profession an introduction to vocational knowledge and skills in a new professional area. The course provides opportunity for students to begin preparing for ministry in an evangelical/charismatic setting or leadership position. The maximum time allowed for the completion of the Graduate Certificate in Ministry is 5 years. Extensions beyond this time may be approved where extenuating circumstances exist. Students who successfully complete the Graduate Certificate in Ministry may articulate into the Graduate Diploma in Ministry . Students who are enrolled in the Graduate Diploma in Ministry may exit with the Graduate Certificate in Ministry, subject to the completion of course requirements. CHC regards the Bible as the final referent particularly as it applies to defining and shaping Christian Ministry. In the light of this distinctive orientation, the personal, theological, and ministry dimensions of the course are integrated under the authority of Scripture as the revelation of God developed within theological reflection arising from Scripture and applied in ministry and mission.",,Australia,yes,yes,yes,yes,no,,JA401 Biblical Interpretation and Application,,,,,,JA402 Biblical Studies in the Old Testament,,,,,,JA403 Biblical Studies in the New Testament,,,,,,JB404 Spiritual transformation,,,,,,JB405 Theology of Ministry,,,,,,JC401 Introduction to Ministry Practice,,,,,,JC402 Communication for Ministry,,,,,,JC403 Leadership for Life and Ministry,,,,,,CU535 Curriculum and Pedagogy: Digital Technologies 1,,,,,,ED691 Extended Independent Study,,,,,,ED600 Theological Reflections on Education,,,,,,ED611 Leadership and Change Management,,,,,,ED614 Developing Leadership Capacity,,,,,,ED615 Cultivating Sustainable Christian School Cultures,,,,,,ED620 Enhancing the Spiritual Formation of Teachers,,,,,,ED621 The Spiritual Development of Learners,,,,,,ED622 Critical Engagements for Teaching Christianly,,,,,,ED641 Cross-Curricular Literacies in Schools,,,,,,ED644 Approaches to Assessment,,,,,,ED645 Effective Pedagogical Practices within ICT,,,,,
PG,Christian Heritage College,Carindale,Graduate Certificate in the Liberal Arts,Creative Arts & Design & Music,,,AUD,year,1,Year,no,yes,IELTS,,,7.5,,,https://chc.edu.au/courses/graduate-certificate-in-liberal-arts/,English,A,"Humans are rational creatures; we were created to reason about what, how and why things are. The ability to reason well is a crucial skill in any realm, but especially for education, faith, relationships and work. Socrates argued that the unexamined life is not worth living. The Millis Institute seeks to help university graduates and professionals in Australia pursue the examined life in their institutions, organisations, communities and careers. Knowing goes far beyond merely possessing information. From a Christian worldview perspective, it is a more relational, holistic venture, involving different human dimensions and capacities. The ability to see the world from these various angles – that is, to deepen lateral thinking and integrate modes of reasoning – would benefit professionals in many fields. Acquiring these skills would be especially attractive to teachers desiring to expand and deepen ways of knowing in their classrooms.",,Australia,yes,yes,yes,yes,no,,JA401 Biblical Interpretation and Application,,,,,,JA402 Biblical Studies in the Old Testament,,,,,,JA403 Biblical Studies in the New Testament,,,,,,JB404 Spiritual transformation,,,,,,JB405 Theology of Ministry,,,,,,JC401 Introduction to Ministry Practice,,,,,,JC402 Communication for Ministry,,,,,,JC403 Leadership for Life and Ministry,,,,,,CU535 Curriculum and Pedagogy: Digital Technologies 1,,,,,,ED691 Extended Independent Study,,,,,,ED600 Theological Reflections on Education,,,,,,ED611 Leadership and Change Management,,,,,,ED614 Developing Leadership Capacity,,,,,,ED615 Cultivating Sustainable Christian School Cultures,,,,,,ED620 Enhancing the Spiritual Formation of Teachers,,,,,,ED621 The Spiritual Development of Learners,,,,,,ED622 Critical Engagements for Teaching Christianly,,,,,,ED641 Cross-Curricular Literacies in Schools,,,,,,ED644 Approaches to Assessment,,,,,,ED645 Effective Pedagogical Practices within ICT,,,,,
PG,Christian Heritage College,Online,Graduate Certificate in the Liberal Arts,Creative Arts & Design & Music,,,AUD,year,1,Year,no,yes,IELTS,,,7.5,,,https://chc.edu.au/courses/graduate-certificate-in-liberal-arts/,English,A,"Humans are rational creatures; we were created to reason about what, how and why things are. The ability to reason well is a crucial skill in any realm, but especially for education, faith, relationships and work. Socrates argued that the unexamined life is not worth living. The Millis Institute seeks to help university graduates and professionals in Australia pursue the examined life in their institutions, organisations, communities and careers. Knowing goes far beyond merely possessing information. From a Christian worldview perspective, it is a more relational, holistic venture, involving different human dimensions and capacities. The ability to see the world from these various angles – that is, to deepen lateral thinking and integrate modes of reasoning – would benefit professionals in many fields. Acquiring these skills would be especially attractive to teachers desiring to expand and deepen ways of knowing in their classrooms.",,Australia,yes,yes,yes,yes,no,,JA401 Biblical Interpretation and Application,,,,,,JA402 Biblical Studies in the Old Testament,,,,,,JA403 Biblical Studies in the New Testament,,,,,,JB404 Spiritual transformation,,,,,,JB405 Theology of Ministry,,,,,,JC401 Introduction to Ministry Practice,,,,,,JC402 Communication for Ministry,,,,,,JC403 Leadership for Life and Ministry,,,,,,CU535 Curriculum and Pedagogy: Digital Technologies 1,,,,,,ED691 Extended Independent Study,,,,,,ED600 Theological Reflections on Education,,,,,,ED611 Leadership and Change Management,,,,,,ED614 Developing Leadership Capacity,,,,,,ED615 Cultivating Sustainable Christian School Cultures,,,,,,ED620 Enhancing the Spiritual Formation of Teachers,,,,,,ED621 The Spiritual Development of Learners,,,,,,ED622 Critical Engagements for Teaching Christianly,,,,,,ED641 Cross-Curricular Literacies in Schools,,,,,,ED644 Approaches to Assessment,,,,,,ED645 Effective Pedagogical Practices within ICT,,,,,
PG,Christian Heritage College,Carindale,Graduate Diploma in the Liberal Arts,Creative Arts & Design & Music,,,AUD,year,1,Year,yes,yes,IELTS,,,7.5,,,https://chc.edu.au/courses/graduate-diploma-in-liberal-arts/,English,A,"Humans are rational creatures; we were created to reason about what, how and why things are. The ability to reason well is a crucial skill in any realm, but especially for education, faith, relationships and work. Socrates argued that the unexamined life is not worth living. The Millis Institute seeks to help university graduates and professionals in Australia pursue the examined life in their institutions, organisations, communities and careers. Knowing goes far beyond merely possessing information. From a Christian worldview perspective, it is a more relational, holistic venture, involving different human dimensions and capacities. The ability to see the world from these various angles – that is, to deepen lateral thinking and integrate modes of reasoning – would benefit professionals in many fields. Acquiring these skills would be especially attractive to teachers desiring to expand and deepen ways of knowing in their classrooms.",,Australia,yes,yes,yes,yes,no,,JA401 Biblical Interpretation and Application,,,,,,JA402 Biblical Studies in the Old Testament,,,,,,JA403 Biblical Studies in the New Testament,,,,,,JB404 Spiritual transformation,,,,,,JB405 Theology of Ministry,,,,,,JC401 Introduction to Ministry Practice,,,,,,JC402 Communication for Ministry,,,,,,JC403 Leadership for Life and Ministry,,,,,,CU535 Curriculum and Pedagogy: Digital Technologies 1,,,,,,ED691 Extended Independent Study,,,,,,ED600 Theological Reflections on Education,,,,,,ED611 Leadership and Change Management,,,,,,ED614 Developing Leadership Capacity,,,,,,ED615 Cultivating Sustainable Christian School Cultures,,,,,,ED620 Enhancing the Spiritual Formation of Teachers,,,,,,ED621 The Spiritual Development of Learners,,,,,,ED622 Critical Engagements for Teaching Christianly,,,,,,ED641 Cross-Curricular Literacies in Schools,,,,,,ED644 Approaches to Assessment,,,,,,ED645 Effective Pedagogical Practices within ICT,,,,,
PG,Christian Heritage College,Online,Graduate Diploma in the Liberal Arts,Creative Arts & Design & Music,,,AUD,year,1,Year,yes,yes,IELTS,,,7.5,,,https://chc.edu.au/courses/graduate-diploma-in-liberal-arts/,English,A,"Humans are rational creatures; we were created to reason about what, how and why things are. The ability to reason well is a crucial skill in any realm, but especially for education, faith, relationships and work. Socrates argued that the unexamined life is not worth living. The Millis Institute seeks to help university graduates and professionals in Australia pursue the examined life in their institutions, organisations, communities and careers. Knowing goes far beyond merely possessing information. From a Christian worldview perspective, it is a more relational, holistic venture, involving different human dimensions and capacities. The ability to see the world from these various angles – that is, to deepen lateral thinking and integrate modes of reasoning – would benefit professionals in many fields. Acquiring these skills would be especially attractive to teachers desiring to expand and deepen ways of knowing in their classrooms.",,Australia,yes,yes,yes,yes,no,,JA401 Biblical Interpretation and Application,,,,,,JA402 Biblical Studies in the Old Testament,,,,,,JA403 Biblical Studies in the New Testament,,,,,,JB404 Spiritual transformation,,,,,,JB405 Theology of Ministry,,,,,,JC401 Introduction to Ministry Practice,,,,,,JC402 Communication for Ministry,,,,,,JC403 Leadership for Life and Ministry,,,,,,CU535 Curriculum and Pedagogy: Digital Technologies 1,,,,,,ED691 Extended Independent Study,,,,,,ED600 Theological Reflections on Education,,,,,,ED611 Leadership and Change Management,,,,,,ED614 Developing Leadership Capacity,,,,,,ED615 Cultivating Sustainable Christian School Cultures,,,,,,ED620 Enhancing the Spiritual Formation of Teachers,,,,,,ED621 The Spiritual Development of Learners,,,,,,ED622 Critical Engagements for Teaching Christianly,,,,,,ED641 Cross-Curricular Literacies in Schools,,,,,,ED644 Approaches to Assessment,,,,,,ED645 Effective Pedagogical Practices within ICT,,,,,
